janela_dias,ranking_tipo,instituicao,pos,h3_cell,lat,lon,score,cnt_ocorrencias,cnt_denuncias,cnt_fatores,cnt_cameras
,COMLURB,Companhia Municipal de Limpeza Urbana,2,88a8a07885fffff,-22.954849,-43.187869,51.482773,518.0,1.0,41.0,27.0
,COMLURB,Companhia Municipal de Limpeza Urbana,3,88a8a061c1fffff,-22.888967,-43.281576,37.528768,612.0,2.0,26.0,0.0
,COMLURB,Companhia Municipal de Limpeza Urbana,4,88a8a061ebfffff,-22.879965,-43.269067,36.44276,586.0,1.0,27.0,0.0
,COMLURB,Companhia Municipal de Limpeza Urbana,5,88a8a078a9fffff,-22.953522,-43.178615,32.717547,505.0,0.0,26.0,46.0
,COMLURB,Companhia Municipal de Limpeza Urbana,6,88a8a078c9fffff,-22.98554,-43.200897,30.245135,472.0,0.0,24.0,0.0
,COMLURB,Companhia Municipal de Limpeza Urbana,7,88a8a06085fffff,-22.875184,-43.336565,28.582259,1132.0,0.0,18.0,0.0
,COMLURB,Companhia Municipal de Limpeza Urbana,8,88a8a06027fffff,-22.902998,-43.278839,28.105467,776.0,0.0,20.0,0.0
,COMLURB,Companhia Municipal de Limpeza Urbana,9,88a8a06a09fffff,-22.91012,-43.17758,26.444444,2638.0,1.0,4.0,66.0
,COMLURB,Companhia Municipal de Limpeza Urbana,10,88a8a07ab7fffff,-22.98052,-43.216147,26.051723,212.0,0.0,22.0,20.0
,SEOP,Secretaria de Ordem Pública,1,88a8a06085fffff,-22.875184,-43.336565,55.881139,1132.0,2.0,38.0,0.0
,SEOP,Secretaria de Ordem Pública,2,88a8a078ebfffff,-22.968869,-43.185129,45.760079,1067.0,12.0,11.0,0.0
,SEOP,Secretaria de Ordem Pública,3,88a8a06087fffff,-22.868826,-43.342559,45.62605,1046.0,4.0,26.0,0.0
,SEOP,Secretaria de Ordem Pública,4,88a8a06081fffff,-22.876504,-43.345817,41.802502,317.0,18.0,0.0,0.0
,SEOP,Secretaria de Ordem Pública,5,88a8a06757fffff,-22.888358,-43.429079,41.654663,291.0,18.0,0.0,0.0
,SEOP,Secretaria de Ordem Pública,6,88a8a06a55fffff,-22.911449,-43.186833,36.477783,1908.0,11.0,1.0,11.0
,SEOP,Secretaria de Ordem Pública,7,88a8a06a0bfffff,-22.90377,-43.183576,33.724379,1920.0,6.0,8.0,87.0
,SEOP,Secretaria de Ordem Pública,8,88a8a078a9fffff,-22.953522,-43.178615,32.783774,505.0,6.0,14.0,46.0
,SEOP,Secretaria de Ordem Pública,9,88a8a078c9fffff,-22.98554,-43.200897,31.996717,472.0,2.0,21.0,0.0
,SEOP,Secretaria de Ordem Pública,10,88a8a06a49fffff,-22.931824,-43.178098,27.333905,665.0,9.0,3.0,16.0
,CET-Rio,Companhia de Engenharia de Tráfego do Rio,1,88a8a06085fffff,-22.875184,-43.336565,69.29113,1132.0,0.0,34.0,0.0
,CET-Rio,Companhia de Engenharia de Tráfego do Rio,2,88a8a078c9fffff,-22.98554,-43.200897,64.17894,472.0,3.0,31.0,0.0
,CET-Rio,Companhia de Engenharia de Tráfego do Rio,3,88a8a06087fffff,-22.868826,-43.342559,52.972478,1046.0,3.0,24.0,0.0
,CET-Rio,Companhia de Engenharia de Tráfego do Rio,4,88a8a078ebfffff,-22.968869,-43.185129,40.184437,1067.0,9.0,14.0,0.0
,CET-Rio,Companhia de Engenharia de Tráfego do Rio,5,88a8a078a9fffff,-22.953522,-43.178615,39.622662,505.0,5.0,17.0,46.0
,CET-Rio,Companhia de Engenharia de Tráfego do Rio,6,88a8a06a0bfffff,-22.90377,-43.183576,36.297849,1920.0,4.0,13.0,87.0
,CET-Rio,Companhia de Engenharia de Tráfego do Rio,7,88a8a078abfffff,-22.947175,-43.184612,34.92608,640.0,0.0,17.0,48.0
,CET-Rio,Companhia de Engenharia de Tráfego do Rio,8,88a8a0291dfffff,-22.899035,-43.555333,32.90561,107.0,0.0,17.0,20.0
,CET-Rio,Companhia de Engenharia de Tráfego do Rio,9,88a8a02957fffff,-22.906705,-43.558594,31.160639,151.0,0.0,16.0,6.0
,CET-Rio,Companhia de Engenharia de Tráfego do Rio,10,88a8a07885fffff,-22.954849,-43.187869,30.811648,518.0,2.0,14.0,27.0
1,geral,,1,88a8a06621fffff,-22.884625,-43.453574,55.0,1.0,0.0,0.0,0.0
1,geral,,2,88a8a06083fffff,-22.870146,-43.35181,42.542373,0.0,1.0,15.0,0.0
1,geral,,3,88a8a06635fffff,-22.871901,-43.465557,42.200468,0.0,1.0,14.0,1.0
1,geral,,4,88a8a06e5dfffff,-22.839428,-43.338778,40.0,0.0,1.0,0.0,0.0
1,geral,,5,88a8a07469fffff,-23.012162,-43.438228,40.0,0.0,1.0,0.0,0.0
1,geral,,6,88a8a06757fffff,-22.888358,-43.429079,40.0,0.0,1.0,0.0,0.0
1,geral,,7,88a8a06713fffff,-22.867961,-43.437805,40.0,0.0,1.0,0.0,0.0
1,geral,,8,88a8a0628bfffff,-22.931545,-43.377878,40.0,0.0,1.0,0.0,0.0
1,geral,,9,88a8a062e3fffff,-22.935265,-43.35338,40.0,0.0,1.0,0.0,0.0
1,geral,,10,88a8a029e9fffff,-22.878635,-43.564054,40.0,0.0,1.0,0.0,0.0
1,PM-RJ,Polícia Militar do Rio de Janeiro,1,88a8a06621fffff,-22.884625,-43.453574,60.0,1.0,0.0,0.0,0.0
1,PM-RJ,Polícia Militar do Rio de Janeiro,2,88a8a06083fffff,-22.870146,-43.35181,42.0,0.0,1.0,3.0,0.0
1,PM-RJ,Polícia Militar do Rio de Janeiro,3,88a8a06713fffff,-22.867961,-43.437805,40.0,0.0,1.0,0.0,0.0
1,PM-RJ,Polícia Militar do Rio de Janeiro,4,88a8a061e5fffff,-22.877316,-43.250563,40.0,0.0,1.0,0.0,0.0
1,PM-RJ,Polícia Militar do Rio de Janeiro,5,88a8a06757fffff,-22.888358,-43.429079,40.0,0.0,1.0,0.0,0.0
1,PM-RJ,Polícia Militar do Rio de Janeiro,6,88a8a062e3fffff,-22.935265,-43.35338,40.0,0.0,1.0,0.0,0.0
1,PM-RJ,Polícia Militar do Rio de Janeiro,7,88a8a0628bfffff,-22.931545,-43.377878,40.0,0.0,1.0,0.0,0.0
1,PM-RJ,Polícia Militar do Rio de Janeiro,8,88a8a06e5dfffff,-22.839428,-43.338778,40.0,0.0,1.0,0.0,0.0
1,PM-RJ,Polícia Militar do Rio de Janeiro,9,88a8a06635fffff,-22.871901,-43.465557,39.885057,0.0,1.0,0.0,1.0
1,PM-RJ,Polícia Militar do Rio de Janeiro,10,88a8a06085fffff,-22.875184,-43.336565,20.0,0.0,0.0,15.0,0.0
1,GM-Rio,Guarda Municipal do Rio de Janeiro,1,88a8a06085fffff,-22.875184,-43.336565,45.0,0.0,0.0,63.0,0.0
1,GM-Rio,Guarda Municipal do Rio de Janeiro,2,88a8a07ab7fffff,-22.98052,-43.216147,40.0,0.0,0.0,56.0,20.0
1,GM-Rio,Guarda Municipal do Rio de Janeiro,3,88a8a078c9fffff,-22.98554,-43.200897,37.857143,0.0,0.0,53.0,0.0
1,GM-Rio,Guarda Municipal do Rio de Janeiro,4,88a8a07469fffff,-23.012162,-43.438228,35.0,0.0,1.0,0.0,0.0
1,GM-Rio,Guarda Municipal do Rio de Janeiro,5,88a8a06087fffff,-22.868826,-43.342559,32.857143,0.0,0.0,46.0,0.0
1,GM-Rio,Guarda Municipal do Rio de Janeiro,6,88a8a078abfffff,-22.947175,-43.184612,26.428571,0.0,0.0,37.0,48.0
1,GM-Rio,Guarda Municipal do Rio de Janeiro,7,88a8a06621fffff,-22.884625,-43.453574,20.0,1.0,0.0,0.0,0.0
1,GM-Rio,Guarda Municipal do Rio de Janeiro,8,88a8a0291dfffff,-22.899035,-43.555333,19.285714,0.0,0.0,27.0,20.0
1,GM-Rio,Guarda Municipal do Rio de Janeiro,9,88a8a06a0bfffff,-22.90377,-43.183576,18.571429,0.0,0.0,26.0,87.0
1,GM-Rio,Guarda Municipal do Rio de Janeiro,10,88a8a07ab5fffff,-22.986865,-43.210151,18.571429,0.0,0.0,26.0,3.0
1,RioLuz,Rio Luz (Iluminação Pública),1,88a8a07885fffff,-22.954849,-43.187869,70.0,0.0,0,45.0,27.0
1,RioLuz,Rio Luz (Iluminação Pública),2,88a8a078a9fffff,-22.953522,-43.178615,62.222222,0.0,0,40.0,46.0
1,RioLuz,Rio Luz (Iluminação Pública),3,88a8a07ab7fffff,-22.98052,-43.216147,57.555556,0.0,0,37.0,20.0
1,RioLuz,Rio Luz (Iluminação Pública),4,88a8a078abfffff,-22.947175,-43.184612,56.0,0.0,0,36.0,48.0
1,RioLuz,Rio Luz (Iluminação Pública),5,88a8a078a3fffff,-22.9395,-43.181355,42.0,0.0,0,27.0,58.0
1,RioLuz,Rio Luz (Iluminação Pública),6,88a8a061cdfffff,-22.895321,-43.275582,42.0,0.0,0,27.0,0.0
1,RioLuz,Rio Luz (Iluminação Pública),7,88a8a061c1fffff,-22.888967,-43.281576,37.333333,0.0,0,24.0,0.0
1,RioLuz,Rio Luz (Iluminação Pública),8,88a8a06085fffff,-22.875184,-43.336565,32.666667,0.0,0,21.0,0.0
1,RioLuz,Rio Luz (Iluminação Pública),9,88a8a06621fffff,-22.884625,-43.453574,30.0,1.0,0,0.0,0.0
1,RioLuz,Rio Luz (Iluminação Pública),10,88a8a078c9fffff,-22.98554,-43.200897,29.555556,0.0,0,19.0,0.0
1,COMLURB,Companhia Municipal de Limpeza Urbana,1,88a8a061cdfffff,-22.895321,-43.275582,70.0,0.0,0.0,63.0,0.0
1,COMLURB,Companhia Municipal de Limpeza Urbana,2,88a8a07885fffff,-22.954849,-43.187869,45.555556,0.0,0.0,41.0,27.0
1,COMLURB,Companhia Municipal de Limpeza Urbana,3,88a8a061ebfffff,-22.879965,-43.269067,30.0,0.0,0.0,27.0,0.0
1,COMLURB,Companhia Municipal de Limpeza Urbana,4,88a8a061c1fffff,-22.888967,-43.281576,28.888889,0.0,0.0,26.0,0.0
1,COMLURB,Companhia Municipal de Limpeza Urbana,5,88a8a078a9fffff,-22.953522,-43.178615,28.888889,0.0,0.0,26.0,46.0
1,COMLURB,Companhia Municipal de Limpeza Urbana,6,88a8a078c9fffff,-22.98554,-43.200897,26.666667,0.0,0.0,24.0,0.0
1,COMLURB,Companhia Municipal de Limpeza Urbana,7,88a8a07ab7fffff,-22.98052,-43.216147,24.444444,0.0,0.0,22.0,20.0
1,COMLURB,Companhia Municipal de Limpeza Urbana,8,88a8a06027fffff,-22.902998,-43.278839,22.222222,0.0,0.0,20.0,0.0
1,COMLURB,Companhia Municipal de Limpeza Urbana,9,88a8a06621fffff,-22.884625,-43.453574,20.0,1.0,0.0,0.0,0.0
1,COMLURB,Companhia Municipal de Limpeza Urbana,10,88a8a06085fffff,-22.875184,-43.336565,20.0,0.0,0.0,18.0,0.0
